"Title","City","Library","Collection","Number","High Resolution","Digitization","Pinakes","Local catalog","Century","Subject theme","Subject name","Script","Bibliographic note 1","Bibliographic note 2","Bibliographic link"
"BS Cod. graec. 566","Munich","BS","Cod. graec.","566","Yes","http://daten.digitale-sammlungen.de/%7Edb/0001/bsb00018496/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45014","http://bavarica.digitale-sammlungen.de/de/fs1/object/display/bsb10624903_00448.html?zoom=0.75","16th","Geography","","","","",""
"BS Cod. graec. 58","Munich","BS","Cod. graec.","58","Yes","http://daten.digitale-sammlungen.de/%7Edb/0006/bsb00061420/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44502","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00333.html?zoom=0.75","16th","Liturgy","","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 59","Munich","BS","Cod. graec.","59","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00079159/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44503","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00338.html?zoom=0.75","16th","Philosophy","Nicholas of Methone|Proclus","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","http://www.manuscripta-mediaevalia.de/hs/projekt-BSB-griechisch-pdfs/Cod.graec.%2059.pdf",""
"BS Cod. graec. 594","Munich","BS","Cod. graec.","594","Yes","http://daten.digitale-sammlungen.de/%7Edb/0005/bsb00058840/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45044","","10th","Bible","","","","",""
"BS Cod. graec. 595","Munich","BS","Cod. graec.","595","Yes","http://daten.digitale-sammlungen.de/%7Edb/0004/bsb00047672/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45045","","19th","History","","","","",""
"BS Cod. graec. 607","Munich","BS","Cod. graec.","607","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00076116/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45057","","12th","Liturgy","","","","",""
"BS Cod. graec. 609","Munich","BS","Cod. graec.","609","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00078090/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45059","","12th","Gospel lectionary|Bible","","","","",""
"BS Cod. graec. 61","Munich","BS","Cod. graec.","61","Yes","http://daten.digitale-sammlungen.de/%7Edb/0006/bsb00061433/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44505","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00344.html?zoom=0.75","16th","Theology","","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 614","Munich","BS","Cod. graec.","614","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00078275/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45064","","11th","Theology","John Chrysostom","","","",""
"BS Cod. graec. 619","Munich","BS","Cod. graec.","619","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00077169/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45069","","12th","Theology","Johh Mauropus","","","",""
"BS Cod. graec. 62","Munich","BS","Cod. graec.","62","Yes","http://daten.digitale-sammlungen.de/%7Edb/0006/bsb00069255/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44506","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00362.html?zoom=0.75","16th","Theology","Demetrius Chomatenus","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","http://www.manuscripta-mediaevalia.de/hs/projekt-BSB-griechisch-pdfs/Cod.graec.%2062.pdf",""
"BS Cod. graec. 621","Munich","BS","Cod. graec.","621","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00078284/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45071","","11th","Gospel lectionary|Bible","","","","",""
"BS Cod. graec. 633","Munich","BS","Cod. graec.","633","No","http://daten.digitale-sammlungen.de/%7Edb/0006/bsb00069129/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45083","","13th","Medicine","Symeon Seth|Aetius","","","",""
"BS Cod. graec. 634","Munich","BS","Cod. graec.","634","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00078286/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45084","","12th","Menologion|Liturgy","","","","",""
"BS Cod. graec. 639","Munich","BS","Cod. graec.","639","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00077168/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45089","","11th","History","Flavius Josephus","","","",""
"BS Cod. graec. 647","Munich","BS","Cod. graec.","647","Yes","http://daten.digitale-sammlungen.de/%7Edb/0003/bsb00034759/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/45097","","16th|17th|18th|19th","Liturgy","","","","",""
"BS Cod. graec. 649","Munich","BS","Cod. graec.","649","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00078287/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/","","11th","Theology","Basil the Great","","","",""
"BS Cod. graec. 70","Munich","BS","Cod. graec.","70","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00073638/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44514","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00460.html?zoom=0.75","16th","Medicine","","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 71","Munich","BS","Cod. graec.","71","Yes","http://daten.digitale-sammlungen.de/%7Edb/0001/bsb00014960/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44515","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00465.html?zoom=0.75","16th","Medicine","Hippocrates","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 72","Munich","BS","Cod. graec.","72","Yes","http://daten.digitale-sammlungen.de/%7Edb/0006/bsb00068443/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44516","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00470.html?zoom=0.75","16th","Medicine","Oribasius","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 75","Munich","BS","Cod. graec.","75","Yes","http://daten.digitale-sammlungen.de/%7Edb/bsb00005975/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44519","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00477.html?zoom=0.75","16th","Rhetoric","Maximus of Tyre","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","http://www.manuscripta-mediaevalia.de/hs/projekt-BSB-griechisch-pdfs/Cod.graec.%2075.pdf",""
"BS Cod. graec. 78","Munich","BS","Cod. graec.","78","Yes","http://daten.digitale-sammlungen.de/%7Edb/bsb00006523/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44522","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00484.html?zoom=0.75","16th","Philosophy","Joseph Rhacendytes","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 79","Munich","BS","Cod. graec.","79","Yes","http://daten.digitale-sammlungen.de/%7Edb/0008/bsb00086056/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44523","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00486.html?zoom=0.75","16th","","Sextus Empiricus","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 81","Munich","BS","Cod. graec.","81","Yes","http://daten.digitale-sammlungen.de/%7Edb/0008/bsb00083419/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44525","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00489.html?zoom=0.75","16th","Philosophy","Alexander Aphrodisias|Aristotle","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 82","Munich","BS","Cod. graec.","82","Yes","http://daten.digitale-sammlungen.de/%7Edb/0007/bsb00070576/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44526","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00491.html?zoom=0.75","16th","Theology","Theodoret, Bishop of Cyrrhus","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 87","Munich","BS","Cod. graec.","87","Yes","http://daten.digitale-sammlungen.de/%7Edb/0004/bsb00047096/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44531","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00511.html?zoom=0.75","16th","History","Procopius","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 88","Munich","BS","Cod. graec.","88","Yes","http://daten.digitale-sammlungen.de/%7Edb/bsb00006067/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44532","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00514.html?zoom=0.75","16th","","Homer","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 9","Munich","BS","Cod. graec.","9","Yes","http://daten.digitale-sammlungen.de/%7Edb/bsb00001845/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44452","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00069.html?zoom=0.75","11th|12th","Theology","","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 1. Codices graeci monacenses 1-55. 2004.","http://www.manuscripta-mediaevalia.de/dokumente/html/hsk0588",""
"BS Cod. graec. 91","Munich","BS","Cod. graec.","91","Yes","http://daten.digitale-sammlungen.de/%7Edb/bsb00005974/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44535","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00520.html?zoom=0.75","16th","Philosophy","Aristotle|Aeschylus|Hesiod","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"BS Cod. graec. 92","Munich","BS","Cod. graec.","92","Yes","http://daten.digitale-sammlungen.de/%7Edb/0001/bsb00011281/images/index.html","http://pinakes.irht.cnrs.fr/notices/cote/id/44536","http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10932699_00525.html?zoom=0.75","16th","Theology","Gregory of Nyssa","","Bayerische Staatsbibliothek. Catalogus codicum manu scriptorum Bibliothecae Monacensis. Series nova. T. 2, pars. 2. Codices graeci monacenses 56-109. 2013.","",""
"Burgerbibliothek Cod. 360","Bern","Burgerbibliothek","Cod.","360","","http://www.e-codices.unifr.ch/en/list/one/bbb/0360","http://pinakes.irht.cnrs.fr/notices/cote/id/9558","","16th","Index codicum","","","","",""
"Burgerbibliothek Cod. 402","Bern","Burgerbibliothek","Cod.","402","","http://www.e-codices.unifr.ch/en/list/one/bbb/0402","http://pinakes.irht.cnrs.fr/notices/cote/id/9561","http://katalog.burgerbib.ch/detail.aspx?ID=129461","15th","","Theophrastus|Aristotle","","","",""
"Burgerbibliothek Cod. 459","Bern","Burgerbibliothek","Cod.","459","","http://www.e-codices.unifr.ch/en/list/one/bbb/0459","http://pinakes.irht.cnrs.fr/notices/cote/id/9563","http://katalog.burgerbib.ch/detail.aspx?ID=129499","16th","Medicine|Letters|Canon law","Rufus of Ephesus|Libanius|George Codinus","","","",""
"Burgerbibliothek Cod. 703","Bern","Burgerbibliothek","Cod.","703","","http://www.e-codices.unifr.ch/en/list/one/bbb/0703","http://pinakes.irht.cnrs.fr/notices/cote/id/9578","http://katalog.burgerbib.ch/detail.aspx?ID=129717","15th","Psalter|Bible","","","","",""
"Cadbury Research Library Mingana gr. 1","Birmingham","Cadbury Research Library","Mingana gr.","1","Yes","http://vmr.bham.ac.uk/Collections/Mingana/Greek_1","http://pinakes.irht.cnrs.fr/notices/cote/id/9661","","11th","Saints lives","Symeon Metaphrastes","","","",""
"Cadbury Research Library Mingana gr. 2","Birmingham","Cadbury Research Library","Mingana gr.","2","Yes","http://vmr.bham.ac.uk/Collections/Mingana/Greek_2","http://pinakes.irht.cnrs.fr/notices/cote/id/9662","","11th|12th","Gospel lectionary","","","","",""
"Cadbury Research Library Mingana gr. 3","Birmingham","Cadbury Research Library","Mingana gr.","3","Yes","http://vmr.bham.ac.uk/Collections/Mingana/Greek_3","http://pinakes.irht.cnrs.fr/notices/cote/id/9663","","14th|15th","Bible","","","","",""
"Cadbury Research Library Mingana gr. 5","Birmingham","Cadbury Research Library","Mingana gr.","5","Yes","http://vmr.bham.ac.uk/Collections/Mingana/Greek_5","http://pinakes.irht.cnrs.fr/notices/cote/id/9665","","","Music|Hymns","","","","",""
"Cadbury Research Library Mingana gr. 6","Birmingham","Cadbury Research Library","Mingana gr.","6","Yes","http://vmr.bham.ac.uk/Collections/Mingana/Greek_6","http://pinakes.irht.cnrs.fr/notices/cote/id/9666","","","Music|Hymns","","","","",""
"Cadbury Research Library Mingana gr. 7","Birmingham","Cadbury Research Library","Mingana gr.","7","Yes","http://vmr.bham.ac.uk/Collections/Mingana/Greek_7","http://pinakes.irht.cnrs.fr/notices/cote/id/9667","","17th|18th","Sticherarion","","","","",""
"Cadbury Research Library Mingana gr. 8","Birmingham","Cadbury Research Library","Mingana gr.","8","Yes","http://vmr.bham.ac.uk/Collections/Mingana/Greek_8","http://pinakes.irht.cnrs.fr/notices/cote/id/9668","","","Music|Hymns","","","","",""
"Cadbury Research Library Peckover gr. 7","Birmingham","Cadbury Research Library","Peckover gr.","7","Yes","http://vmr.bham.ac.uk/Collections/Mingana/Peckover_Greek_7","http://pinakes.irht.cnrs.fr/notices/cote/id/9669","","12th","Bible|Illuminations","","","","",""
"Central City Library Med. MS G.   123","Auckland","Central City Library","Med. MS G.","123","Yes","http://csntm.org/Manuscript/View/GA_lect_474","","","12th","Gospel lectionary","","","","",""
"Central City Library Med. MS G.   124","Auckland","Central City Library","Med. MS G.","124","Yes","http://csntm.org/Manuscript/View/GA_1273","","","12th","Bible","","","","",""
"Chester Beatty Library ARM 624","Dublin","Chester Beatty Library","ARM","624","Yes","http://csntm.org/Manuscript/View/GA_Lect_2450","","","12th","Gospel lectionary","","","","",""
"Chester Beatty Library W 134","Dublin","Chester Beatty Library","W","134","Yes","http://csntm.org/Manuscript/View/GA_2603","","","12th","Bible","","","","",""
"Chester Beatty Library W 135","Dublin","Chester Beatty Library","W","135","Yes","http://csntm.org/Manuscript/View/GA_106","","","11th|12th","Bible","","","","",""
"Chester Beatty Library W 138","Dublin","Chester Beatty Library","W","138","Yes","http://csntm.org/Manuscript/View/GA_Lect_1957","","","10th|11th","Gospel lectionary","","","","",""
"Chester Beatty Library W 139","Dublin","Chester Beatty Library","W","139","Yes","http://csntm.org/Manuscript/View/GA_2604","","","12th","Bible","","","","",""
"Chester Beatty Library W 140","Dublin","Chester Beatty Library","W","140","Yes","http://csntm.org/Manuscript/View/GA_2605","","","13th","Bible","","","","",""
"Chester Beatty Library W 141","Dublin","Chester Beatty Library","W","141","Yes","http://csntm.org/Manuscript/View/GA_2606","","","13th","Bible","","","","",""
"Chester Beatty Library W 143.4.1, 2, 3","Dublin","Chester Beatty Library","W","143.4.1, 2, 3","Yes","http://csntm.org/Manuscript/View/GA_Lect_1031","","","16th","Gospel lectionary","","","","",""
"Chester Beatty Library W 143.4.13","Dublin","Chester Beatty Library","W","143.4.13","Yes","http://csntm.org/Manuscript/View/GA_Lect_1026","","","17th","Gospel lectionary","","","","",""
"Chester Beatty Library W 143.4.4, 12, 14, 15; 143.5.1, 2, 4","Dublin","Chester Beatty Library","W","143.4.4, 12, 14, 15; 143.5.1, 2, 4","Yes","http://csntm.org/Manuscript/View/GA_Lect_1027","","","17th","Gospel lectionary","","","","",""
"Chester Beatty Library W 143.5.3","Dublin","Chester Beatty Library","W","143.5.3","Yes","http://csntm.org/Manuscript/View/GA_Lect_1030","","","16th","Gospel lectionary","","","","",""
"Christ Church College 34","Oxford","Christ Church College","","34","Yes","http://csntm.org/Manuscript/View/GA_517","","","11th|12th","Bible","","","","",""
"Christ's College Library Fgt. B","Cambridge UK","Christ's College Library","Fgt.","B","Yes","http://csntm.org/Manuscript/View/noGA_MInuscule_Cambridge_CC_FragB","","","11th","Bible","","","","",""
"Christ's College Library MS 253","Cambridge UK","Christ's College Library","MS","253","Yes","http://csntm.org/Manuscript/View/GALect1985","","","15th","Gospel lectionary","","","","",""
"Christ's College Library MS 253","Cambridge UK","Christ's College Library","MS","9","Yes","http://csntm.org/Manuscript/View/GA_319","","","12th","Bible","","","","",""
"Christ's College Library MS 253","Cambridge UK","Christ's College Library","MS","6","Yes","http://csntm.org/Manuscript/View/GA_Lect_1577","","","11th","Gospel lectionary","","","","",""
"Christ's College Library MS 253","Cambridge UK","Christ's College Library","MS","298","Yes","http://csntm.org/Manuscript/View/GA_lect_1984","","","11th","Gospel lectionary","","","","",""
"Christ's College Library MS 253","Cambridge UK","Christ's College Library","MS","252","Yes","http://csntm.org/Manuscript/View/GA_lect_2359","","","16th","Gospel lectionary","","","","",""
"Christ's College Library MS 253","Cambridge UK","Christ's College Library","Fgt.","A","Yes","http://csntm.org/Manuscript/View/GA_lect_2360","","","12th","Gospel lectionary","","","","",""
"Clare College Library G 3.9","Cambridge UK","Clare College Library","G","3.9","Yes","http://csntm.org/Manuscript/View/GALect1534","","","14th","Gospel lectionary","","","","",""
"Corpus Christi College Library 224","Cambridge UK","Corpus Christi College Library","","224","Yes","http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=224","http://pinakes.irht.cnrs.fr/notices/cote/id/11829","","16th","Bible","","","","",""
"Corpus Christi College Library 248","Cambridge UK","Corpus Christi College Library","","248","Yes","http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=248","http://pinakes.irht.cnrs.fr/notices/cote/id/11830","","16th","","Homer|Hesiod","","","",""
"Corpus Christi College Library 403","Cambridge UK","Corpus Christi College Library","","403","Yes","http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=403","http://pinakes.irht.cnrs.fr/notices/cote/id/11831","","15th","","Euripides","","","",""
"Corpus Christi College Library 468","Cambridge UK","Corpus Christi College Library","","468","Yes","http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=468","http://pinakes.irht.cnrs.fr/notices/cote/id/11832","","13th","Bible","","","","",""
"Corpus Christi College Library 480","Cambridge UK","Corpus Christi College Library","","480","Yes","http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=480","http://pinakes.irht.cnrs.fr/notices/cote/id/11833","","12th","Psalter|Bible","","","","",""
"Corpus Christi College Library 486","Cambridge UK","Corpus Christi College Library","","486","Yes","http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=486","http://pinakes.irht.cnrs.fr/notices/cote/id/11834","","12th|13th","Bible|Old Testament","","","","",""
"Corpus Christi College Library 633","Cambridge UK","Corpus Christi College Library","","633","Yes","http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=633","http://library.princeton.edu/byzantine/No%20record","","15th","Bible","","","","",""
"Corpus Christi College Library 81","Cambridge UK","Corpus Christi College Library","","81","Yes","http://parkerweb.stanford.edu/parker/actions/manuscript_description_long_display.do?ms_no=81","http://pinakes.irht.cnrs.fr/notices/cote/id/11828","","15th","","Homer","","","",""
"de Hamel Collection MS 386","Cambridge UK","de Hamel Collection","MS","386","Yes","http://csntm.org/Manuscript/View/GA_0312","","","3rd|4th","Bible","","","","",""
"de Hamel Collection MS 387","Cambridge UK","de Hamel Collection","MS","387","Yes","http://csntm.org/Manuscript/View/GA_0315","","","4th|5th","Bible","","","","",""
"de Hamel Collection MS 388","Cambridge UK","de Hamel Collection","MS","388","Yes","http://csntm.org/Manuscript/View/GA_0313","","","5th","Bible","","","","",""
"de Hamel Collection MS 389","Cambridge UK","de Hamel Collection","MS","389","Yes","http://csntm.org/Manuscript/View/GA_0314","","","6th","Bible","","","","",""
"de Hamel Collection MS 390","Cambridge UK","de Hamel Collection","MS","390","Yes","http://csntm.org/Manuscript/View/GA_0311","","","8th|9th","Bible","","","","",""
"Drew University MS 1 1","Madison, NJ","Drew University","MS","1","Yes","http://csntm.org/Manuscript/View/GA_1960","","","14th","Bible","","","","",""
"Duke University Library Clarke MS 1","Durham, NC","Duke University Library","Clarke MS","1","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01004/","http://pinakes.irht.cnrs.fr/notices/cote/id/13616","","12th|13th","Bible","","","","",""
"Duke University Library Clarke MS 10","Durham, NC","Duke University Library","Clarke MS","10","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01010/","http://pinakes.irht.cnrs.fr/notices/cote/id/13625","","12th","Gospel lectionary","","","","",""
"Duke University Library Clarke MS 106","Durham, NC","Duke University Library","Clarke MS","106","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01038/","http://pinakes.irht.cnrs.fr/notices/cote/id/73005","","11th","Menologion","","","","",""
"Duke University Library Clarke MS 12","Durham, NC","Duke University Library","Clarke MS","12","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01009/","http://pinakes.irht.cnrs.fr/notices/cote/id/13627","","11th|12th","Gospel lectionary","","","","",""
"Duke University Library Clarke MS 13","Durham, NC","Duke University Library","Clarke MS","13","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01011/","http://pinakes.irht.cnrs.fr/notices/cote/id/13628","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D177","13th","Menaion","","","","",""
"Duke University Library Clarke MS 15","Durham, NC","Duke University Library","Clarke MS","15","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01012/","http://pinakes.irht.cnrs.fr/notices/cote/id/13630","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D180","12th","Bible","","","","",""
"Duke University Library Clarke MS 16","Durham, NC","Duke University Library","Clarke MS","16","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01016/","http://pinakes.irht.cnrs.fr/notices/cote/id/13631","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D310","12th","Bible","","","","",""
"Duke University Library Clarke MS 17","Durham, NC","Duke University Library","Clarke MS","17","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01015/","http://pinakes.irht.cnrs.fr/notices/cote/id/13632","","12th","Psalter","","","","",""
"Duke University Library Clarke MS 18","Durham, NC","Duke University Library","Clarke MS","18","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01013/","http://pinakes.irht.cnrs.fr/notices/cote/id/13633","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D255","12th","Menologion","Symeon Metaphrastes","","","",""
"Duke University Library Clarke MS 2","Durham, NC","Duke University Library","Clarke MS","2","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01002/","http://pinakes.irht.cnrs.fr/notices/cote/id/13617","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D142","17th","Gospel lectionary","","","","",""
"Duke University Library Clarke MS 21","Durham, NC","Duke University Library","Clarke MS","21","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01014/","http://pinakes.irht.cnrs.fr/notices/cote/id/13636","","15th|16th","Theology","Michael Psellus","","","",""
"Duke University Library Clarke MS 23","Durham, NC","Duke University Library","Clarke MS","23","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01017/","http://pinakes.irht.cnrs.fr/notices/cote/id/13638","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D292","17th","Theology","Maximus the Peloponnesian","","","",""
"Duke University Library Clarke MS 25","Durham, NC","Duke University Library","Clarke MS","25","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01018/","http://pinakes.irht.cnrs.fr/notices/cote/id/13640","","11th|12th","Bible","","","","",""
"Duke University Library Clarke MS 26","Durham, NC","Duke University Library","Clarke MS","26","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01019/","http://pinakes.irht.cnrs.fr/notices/cote/id/13641","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D300","19th","Liturgy","","","","",""
"Duke University Library Clarke MS 29","Durham, NC","Duke University Library","Clarke MS","29","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01021/","http://pinakes.irht.cnrs.fr/notices/cote/id/13644","","15th","Liturgy","","","","",""
"Duke University Library Clarke MS 30","Durham, NC","Duke University Library","Clarke MS","30","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01022/","http://pinakes.irht.cnrs.fr/notices/cote/id/13645","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D177","17th","Philosophy","Aristotle","","","",""
"Duke University Library Clarke MS 32","Durham, NC","Duke University Library","Clarke MS","32","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01023/","http://pinakes.irht.cnrs.fr/notices/cote/id/13647","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D218","12th","Theology","John Chrysostom","","","",""
"Duke University Library Clarke MS 33","Durham, NC","Duke University Library","Clarke MS","33","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01024/","http://pinakes.irht.cnrs.fr/notices/cote/id/13648","http://hdl.handle.net/2027/nyp.33433087368548?urlappend=%3Bseq%3D177","15th","Liturgy","","","","",""
"Duke University Library Clarke MS 34","Durham, NC","Duke University Library","Clarke MS","34","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01025/","http://pinakes.irht.cnrs.fr/notices/cote/id/13649","","13th","Psalter","","","","",""
"Duke University Library Clarke MS 35","Durham, NC","Duke University Library","Clarke MS","35","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01026/","http://pinakes.irht.cnrs.fr/notices/cote/id/13650","","15th","Liturgy","","","","",""
"Duke University Library Clarke MS 36","Durham, NC","Duke University Library","Clarke MS","36","Yes","http://library.duke.edu/digitalcollections/earlymss_emsgk01027/","http://pinakes.irht.cnrs.fr/notices/cote/id/13651","","16th","Theology","Gregory Nazianzus|Basil the Great","","","",""
